"photographer","nationality","birth_place","bp_lon","bp_lat","death_place","dp_lon","dp_lat","n_photo","party_type","birth_date","death_date","birth_year","death_year","title","creation_date","item_width","item_height","item_depth","surface","Medium","Method Acquired"
"Alvin Langdon Coburn","British",NA,NA,NA,NA,NA,NA,33,"Person","1881-01-01","1966-01-01","1881","1966","John Masefield, Hampstead, January 13th, 1913","1913",9.25,12.125,0,112.15625,"Photogravure","Individual"
"Alvin Langdon Coburn","British",NA,NA,NA,NA,NA,NA,33,"Person","1881-01-01","1966-01-01","1881","1966","Arnold Bennett, Putney, February 1st, 1913","1913",9.25,12.125,0,112.15625,"Photogravure","Individual"
"Alvin Langdon Coburn","British",NA,NA,NA,NA,NA,NA,33,"Person","1881-01-01","1966-01-01","1881","1966","Roger Fry, Hammersmith, Februrary 27th, 1913","1913",9.25,12.125,0,112.15625,"Photogravure","Individual"
"Alvin Langdon Coburn","British",NA,NA,NA,NA,NA,NA,33,"Person","1881-01-01","1966-01-01","1881","1966","Robert Bridges, Chilswell, April 11th, 1913","1913",9.25,12.125,0,112.15625,"Photogravure","Individual"
"Alvin Langdon Coburn","British",NA,NA,NA,NA,NA,NA,33,"Person","1881-01-01","1966-01-01","1881","1966","Henri Matisse, Paris, May 13th, 1913","1913",9.25,12.125,0,112.15625,"Photogravure","Individual"
"André Kertész","American","Budapest, Hungary","19.0402350","47.497912","New York, NY","-74.0059728","40.712775",14,"Person","1894-01-01","1985-01-01","1894","1985","Snake and Mouse, New York","1960",7.75,9.688,0,75.082,"gelatin silver print","Individual"
"André Kertész","American","Budapest, Hungary","19.0402350","47.497912","New York, NY","-74.0059728","40.712775",14,"Person","1894-01-01","1985-01-01","1894","1985","Market, Pays Basque","1931",9.688,7.687,0,74.471656,"gelatin silver print","Individual"
"André Kertész","American","Budapest, Hungary","19.0402350","47.497912","New York, NY","-74.0059728","40.712775",14,"Person","1894-01-01","1985-01-01","1894","1985","In Zadkine's Studio, Paris","1926",7.375,9.688,0,71.449,"gelatin silver print","Individual"
"André Kertész","American","Budapest, Hungary","19.0402350","47.497912","New York, NY","-74.0059728","40.712775",14,"Person","1894-01-01","1985-01-01","1894","1985","Book and Shadow, New York","1974",6.5,9.688,0,62.972,"gelatin silver print","Individual"
"André Kertész","American","Budapest, Hungary","19.0402350","47.497912","New York, NY","-74.0059728","40.712775",14,"Person","1894-01-01","1985-01-01","1894","1985","Melancholic Tulip, New York","1939",6.938,9.688,0,67.215344,"gelatin silver print","Individual"
"André Kertész","American","Budapest, Hungary","19.0402350","47.497912","New York, NY","-74.0059728","40.712775",14,"Person","1894-01-01","1985-01-01","1894","1985","Last Supper, New York","1978",7,9.688,0,67.816,"gelatin silver print","Individual"
"André Kertész","American","Budapest, Hungary","19.0402350","47.497912","New York, NY","-74.0059728","40.712775",14,"Person","1894-01-01","1985-01-01","1894","1985","Pipe and Glass, Paris","1926",9.688,7.75,0,75.082,"gelatin silver print","Individual"
"André Kertész","American","Budapest, Hungary","19.0402350","47.497912","New York, NY","-74.0059728","40.712775",14,"Person","1894-01-01","1985-01-01","1894","1985","Venus, New York","1978",7.75,9.688,0,75.082,"gelatin silver print","Individual"
"André Kertész","American","Budapest, Hungary","19.0402350","47.497912","New York, NY","-74.0059728","40.712775",14,"Person","1894-01-01","1985-01-01","1894","1985","Flowers for Elizabeth, New York","1978",9.688,6.5,0,62.972,"gelatin silver print","Individual"
"André Kertész","American","Budapest, Hungary","19.0402350","47.497912","New York, NY","-74.0059728","40.712775",14,"Person","1894-01-01","1985-01-01","1894","1985","Heron, New York","1969",6.625,9.688,0,64.183,"gelatin silver print","Individual"
"André Kertész","American","Budapest, Hungary","19.0402350","47.497912","New York, NY","-74.0059728","40.712775",14,"Person","1894-01-01","1985-01-01","1894","1985","Satiric Dancer (Kiki)","1926",14,18,0,252,"gelatin silver print","Foundation"
"André Kertész","American","Budapest, Hungary","19.0402350","47.497912","New York, NY","-74.0059728","40.712775",14,"Person","1894-01-01","1985-01-01","1894","1985","Meudon","1928",8,10,0,80,"gelatin silver print","Foundation"
"Andreas Feininger","French","Paris (Ville de Paris department, Ile-de-France, France)","2.3522148","48.856582","New York City (New York state, United States)","-74.0059728","40.712775",2,"Person","1906-01-01","1999-01-01","1906","1999","National Tube, U.S. Steel, 1944","1944",14,11.125,0,155.75,"gelatin silver print","Museum Internal Collection"
"Andreas Feininger","French","Paris (Ville de Paris department, Ile-de-France, France)","2.3522148","48.856582","New York City (New York state, United States)","-74.0059728","40.712775",2,"Person","1906-01-01","1999-01-01","1906","1999","(Pittsburgh: River Scene)","1960",14,11,0,154,"gelatin silver print","Museum Internal Collection"
"Annie O'Neill","American","Wading River, NY","-72.8426016","40.950376",NA,NA,NA,2,"Person","1966-01-01",NA,"1966",NA,"August Wilson Center Construction","2009",24,18,0,432,"inkjet print","Foundation"
"Annie O'Neill","American","Wading River, NY","-72.8426016","40.950376",NA,NA,NA,2,"Person","1966-01-01",NA,"1966",NA,"Superbowl Win","2009",12,8.5,0,102,"inkjet print","Foundation"
"Anouk Kruithof","Dutch","Dordrecht, Netherlands","4.6900929","51.813298",NA,NA,NA,1,"Person","1981-06-02",NA,"1981",NA,"The impossibility of a contemporary situation","2008",13.75,10.75,1.062,147.8125,"chromogenic print","Foundation"
"Ansel Adams","American","San Francisco (San Francisco county, California, United States)","-122.4194155","37.774929","Carmel (Monterey county, California, United States)","-121.9232879","36.555239",9,"Person","1902-02-20","1984-04-22","1902","1984","El Capitan - Winter, Yosemite Natl. Park, California","1968",12.25,15.25,0,186.8125,"gelatin silver print","Foundation"
"Ansel Adams","American","San Francisco (San Francisco county, California, United States)","-122.4194155","37.774929","Carmel (Monterey county, California, United States)","-121.9232879","36.555239",9,"Person","1902-02-20","1984-04-22","1902","1984","Tetons and Snake River","1942",9.5,7.687,0,73.0265,"gelatin silver print","Individual"
"Ansel Adams","American","San Francisco (San Francisco county, California, United States)","-122.4194155","37.774929","Carmel (Monterey county, California, United States)","-121.9232879","36.555239",9,"Person","1902-02-20","1984-04-22","1902","1984","Mount Moran, Autumn","1948",9.625,7.812,0,75.1905,"gelatin silver print","Individual"
"Ansel Adams","American","San Francisco (San Francisco county, California, United States)","-122.4194155","37.774929","Carmel (Monterey county, California, United States)","-121.9232879","36.555239",9,"Person","1902-02-20","1984-04-22","1902","1984","Carolyn Anspacher","1932",14,18,0,252,"gelatin silver print","Individual"
"Ansel Adams","American","San Francisco (San Francisco county, California, United States)","-122.4194155","37.774929","Carmel (Monterey county, California, United States)","-121.9232879","36.555239",9,"Person","1902-02-20","1984-04-22","1902","1984","Eagle Dance, San Ildephonso","1975",18,13.375,0,240.75,"gelatin silver print","Individual"
"Ansel Adams","American","San Francisco (San Francisco county, California, United States)","-122.4194155","37.774929","Carmel (Monterey county, California, United States)","-121.9232879","36.555239",9,"Person","1902-02-20","1984-04-22","1902","1984","Clearing Winter Storm, Yosemite Valley","1945",19.25,15.5,0,298.375,"gelatin silver print","Individual"
"Ansel Adams","American","San Francisco (San Francisco county, California, United States)","-122.4194155","37.774929","Carmel (Monterey county, California, United States)","-121.9232879","36.555239",9,"Person","1902-02-20","1984-04-22","1902","1984","Leaves, Mills College, Oakland, California","1937",14.375,11.625,0,167.109375,"gelatin silver print","Individual"
"Ansel Adams","American","San Francisco (San Francisco county, California, United States)","-122.4194155","37.774929","Carmel (Monterey county, California, United States)","-121.9232879","36.555239",9,"Person","1902-02-20","1984-04-22","1902","1984","Refugio Beach","1938",20,16,0,320,"gelatin silver print","Individual"
"Ansel Adams","American","San Francisco (San Francisco county, California, United States)","-122.4194155","37.774929","Carmel (Monterey county, California, United States)","-121.9232879","36.555239",9,"Person","1902-02-20","1984-04-22","1902","1984","Thunderstorm, Ghost Ranch, Northern New Mexico","1937",18.25,14.25,0,260.0625,"gelatin silver print","Individual"
"Anthony Barboza","American","New Bedford, MA","-70.9342050","41.636215",NA,NA,NA,4,"Person","1944-01-01",NA,"1944",NA,"Self Portrait, NYC","1972",5.875,7.438,0,43.69825,"gelatin silver print","Foundation"
"Anthony Barboza","American","New Bedford, MA","-70.9342050","41.636215",NA,NA,NA,4,"Person","1944-01-01",NA,"1944",NA,"Pensacola, Florida","1970",9.125,6.187,0,56.456375,"gelatin silver print","Foundation"
"Anthony Barboza","American","New Bedford, MA","-70.9342050","41.636215",NA,NA,NA,4,"Person","1944-01-01",NA,"1944",NA,"San Francisco, California","1980",8.125,5.5,0,44.6875,"gelatin silver print","Foundation"
"Anthony Barboza","American","New Bedford, MA","-70.9342050","41.636215",NA,NA,NA,4,"Person","1944-01-01",NA,"1944",NA,"Texas Death Row Prison","1990",12.875,9.375,0,120.703125,"gelatin silver print","Foundation"
"Antony Armstrong-Jones, Earl of Snowdon","British","London (Greater London, England, United Kingdom)","-0.1277583","51.507351",NA,NA,NA,1,"Person","1930-01-01",NA,"1930",NA,"Queen Shown Wearing the Robes of Parliament","1958",24.25,34.75,0.25,842.6875,"others","Individual"
"Arne Svenson","American","Santa Monica, California, USA","-118.4911912","34.019454",NA,NA,NA,1,"Person","1952-01-01",NA,"1952",NA,"Neighbors #15","2012",23,17.188,1.25,395.324,"inkjet print","Foundation"
"Arthur Rothstein","American","New York, New York","-115.1745559","36.102371","New Rochelle, NY","-73.7823549","40.911488",5,"Person","1915-01-01","1985-01-01","1915","1985","(Farm Security Administration: Neighborhood; Houses Along the Monongahela River)","1930",10,8.188,0,81.88,"gelatin silver print","Museum Internal Collection"
"Arthur Rothstein","American","New York, New York","-115.1745559","36.102371","New Rochelle, NY","-73.7823549","40.911488",5,"Person","1915-01-01","1985-01-01","1915","1985","(Farm Security Administration: Neighborhood; Overview of Aliquippa, Pennsylvania)","1930",10,8.125,0,81.25,"gelatin silver print","Museum Internal Collection"
"Arthur Rothstein","American","New York, New York","-115.1745559","36.102371","New Rochelle, NY","-73.7823549","40.911488",5,"Person","1915-01-01","1985-01-01","1915","1985","(Farm Security Administration: Industry; Aliquippa, Pennsylvania., J. and L. Plant behind Train yard)","1938",10,8.125,0,81.25,"gelatin silver print","Museum Internal Collection"
"Arthur Rothstein","American","New York, New York","-115.1745559","36.102371","New Rochelle, NY","-73.7823549","40.911488",5,"Person","1915-01-01","1985-01-01","1915","1985","(Farm Security Administration: Industry; Steel Worker at Mesta Machine Company)","1938",10,8.188,0,81.88,"gelatin silver print","Museum Internal Collection"
"Arthur Rothstein","American","New York, New York","-115.1745559","36.102371","New Rochelle, NY","-73.7823549","40.911488",5,"Person","1915-01-01","1985-01-01","1915","1985","(Farm Security Administration: Industry; Steel Workers Reading Newspapers)","1930",10,8.188,0,81.88,"gelatin silver print","Museum Internal Collection"
"Aspen Mays","American","Asheville, NC","-82.5514869","35.595058",NA,NA,NA,1,"Person","1980-01-01",NA,"1980",NA,"Dodge Photogram 12","2014",10.75,13.5,1.5,145.125,"gelatin silver print","Foundation"
"August Sander","German","Herdorf (Koblenz district, Rhineland Palatinate, Germany)",NA,NA,"Cologne (K�ln district, North Rhine-Westphalia, Germany)","6.9602786","50.937531",8,"Person","1876-01-01","1964-01-01","1876","1964","Farm Children (Bauerkinder)","1918",10,13.625,0,136.25,"gelatin silver print","Foundation"
"August Sander","German","Herdorf (Koblenz district, Rhineland Palatinate, Germany)",NA,NA,"Cologne (K�ln district, North Rhine-Westphalia, Germany)","6.9602786","50.937531",8,"Person","1876-01-01","1964-01-01","1876","1964","Pastry Cook (Konditor)","1928",8.875,11.938,0,105.94975,"gelatin silver print","Foundation"
"August Sander","German","Herdorf (Koblenz district, Rhineland Palatinate, Germany)",NA,NA,"Cologne (K�ln district, North Rhine-Westphalia, Germany)","6.9602786","50.937531",8,"Person","1876-01-01","1964-01-01","1876","1964","Young Teacher (Junglehrer)","1933",8.938,11.938,0,106.701844,"gelatin silver print","Foundation"
"August Sander","German","Herdorf (Koblenz district, Rhineland Palatinate, Germany)",NA,NA,"Cologne (K�ln district, North Rhine-Westphalia, Germany)","6.9602786","50.937531",8,"Person","1876-01-01","1964-01-01","1876","1964","Soldier (Soldat)","1945",9.375,11.313,0,106.059375,"gelatin silver print","Foundation"
"August Sander","German","Herdorf (Koblenz district, Rhineland Palatinate, Germany)",NA,NA,"Cologne (K�ln district, North Rhine-Westphalia, Germany)","6.9602786","50.937531",8,"Person","1876-01-01","1964-01-01","1876","1964","Guenther Sander","1936",3.375,5.25,0,17.71875,"gelatin silver print","Individual"
"August Sander","German","Herdorf (Koblenz district, Rhineland Palatinate, Germany)",NA,NA,"Cologne (K�ln district, North Rhine-Westphalia, Germany)","6.9602786","50.937531",8,"Person","1876-01-01","1964-01-01","1876","1964","Carl Sander","1964",3.375,5.375,0,18.140625,"gelatin silver print","Individual"
"August Sander","German","Herdorf (Koblenz district, Rhineland Palatinate, Germany)",NA,NA,"Cologne (K�ln district, North Rhine-Westphalia, Germany)","6.9602786","50.937531",8,"Person","1876-01-01","1964-01-01","1876","1964","Carl Sander and Sigrid Sander","1964",3.375,5.375,0,18.140625,"gelatin silver print","Individual"
"August Sander","German","Herdorf (Koblenz district, Rhineland Palatinate, Germany)",NA,NA,"Cologne (K�ln district, North Rhine-Westphalia, Germany)","6.9602786","50.937531",8,"Person","1876-01-01","1964-01-01","1876","1964","Mrs. Carl Sander and Son Guenther","1964",6.25,8.625,0,53.90625,"gelatin silver print","Individual"
"Barbara Morgan","American","Buffalo (Wilson county, Kansas, United States)","-95.6974822","37.709767","Sleepy Hollow (Westchester county, New York state, United States)","-73.8584684","41.085652",35,"Person","1899-12-31","1992-01-01","1899","1992","Cornstalk","1945",15.875,19.875,0,315.515625,"gelatin silver print","Individual"
"Barbara Morgan","American","Buffalo (Wilson county, Kansas, United States)","-95.6974822","37.709767","Sleepy Hollow (Westchester county, New York state, United States)","-73.8584684","41.085652",35,"Person","1899-12-31","1992-01-01","1899","1992","Children Singing in the Rain","1950",19.875,15.875,0,315.515625,"gelatin silver print","Individual"
"Barbara Morgan","American","Buffalo (Wilson county, Kansas, United States)","-95.6974822","37.709767","Sleepy Hollow (Westchester county, New York state, United States)","-73.8584684","41.085652",35,"Person","1899-12-31","1992-01-01","1899","1992","Trees in Fog","1940",15.875,19.875,0,315.515625,"gelatin silver print","Individual"
"Barbara Morgan","American","Buffalo (Wilson county, Kansas, United States)","-95.6974822","37.709767","Sleepy Hollow (Westchester county, New York state, United States)","-73.8584684","41.085652",35,"Person","1899-12-31","1992-01-01","1899","1992","Martha Graham - Celebration","1937",15.875,19.938,0,316.51575,"gelatin silver print","Individual"
"Barbara Morgan","American","Buffalo (Wilson county, Kansas, United States)","-95.6974822","37.709767","Sleepy Hollow (Westchester county, New York state, United States)","-73.8584684","41.085652",35,"Person","1899-12-31","1992-01-01","1899","1992","Protest","1940",15.875,19.875,0,315.515625,"gelatin silver print","Individual"
"Barbara Morgan","American","Buffalo (Wilson county, Kansas, United States)","-95.6974822","37.709767","Sleepy Hollow (Westchester county, New York state, United States)","-73.8584684","41.085652",35,"Person","1899-12-31","1992-01-01","1899","1992","Children Dancing by Lake","1940",20,15.875,0,317.5,"gelatin silver print","Individual"
